trap_id	scenario	class	n_disease_on	n_disease_off	n_disease_unk	pheno_Apoptosis_phenotype	pheno_Inflammation_phenotype	pheno_Fibrosis_phenotype	pheno_B_Cell_Activation_Survival_phenotype	pheno_T_Cell_Activation_Differentiation_phenotype	pheno_Chemotaxis_Infiltration_phenotype	pheno_Lymphoid_organ_development_phenotype	pheno_Matrix_degradation_phenotype	pheno_Regulated_Necrosis_phenotype	pheno_Angiogenesis_phenotype	pheno_Cell_Proliferation_Survival_phenotype	pheno_MHC_Class_1_Activation_phenotype	pheno_MHC_Class_2_Activation_phenotype	pheno_Phagocytosis_phenotype	ct_SGEC_on	ct_TH1_on	ct_TH17_on	ct_TFH_on	ct_TREG_on	ct_BCELL_on	ct_PLASMA_on	ct_M1_on	ct_M2_on	ct_PDC_on
disease_ag_t80	disease_ag	disease	2	7	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	166	164	174	179	156	152	124	200	180	153
disease_ag_t81	disease_ag	disease	2	7	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	166	164	174	179	156	151	124	200	180	153
disease_ag_t82	disease_ag	disease	2	7	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	167	164	174	179	156	152	124	200	180	153
disease_ag_t83	disease_ag	disease	2	7	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	167	164	174	179	156	151	124	200	180	153
disease_ag_t84	disease_ag	disease	2	7	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	167	164	174	179	156	152	124	200	180	152
disease_ag_t85	disease_ag	disease	2	7	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	166	164	174	179	156	152	124	200	180	152
disease_ag_t86	disease_ag	disease	2	7	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	167	164	174	179	156	151	124	200	180	152
disease_ag_t87	disease_ag	disease	2	7	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	166	164	174	179	156	151	124	200	180	152
disease_ag_t88	disease_ag	disease	2	7	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	167	164	174	179	155	151	124	200	180	153
disease_ag_t89	disease_ag	disease	2	7	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	167	164	174	179	155	151	124	200	180	152
disease_ag_t90	disease_ag	disease	2	7	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	167	164	174	179	155	152	124	200	180	153
disease_ag_t91	disease_ag	disease	2	7	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	167	164	174	179	155	152	124	200	180	152
disease_ag_t92	disease_ag	disease	2	7	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	166	164	174	179	155	152	124	200	180	153
disease_ag_t93	disease_ag	disease	2	7	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	166	164	174	179	155	152	124	200	180	152
disease_ag_t94	disease_ag	disease	2	7	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	166	164	174	179	155	151	124	200	180	153
disease_ag_t95	disease_ag	disease	2	7	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	166	164	174	179	155	151	124	200	180	152
disease_ag_t96	disease_ag	disease	2	7	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	167	164	174	179	155	150	124	200	180	153
disease_ag_t97	disease_ag	disease	2	7	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	166	164	174	179	155	150	124	200	180	153
disease_ag_t98	disease_ag	disease	2	7	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	167	164	174	179	156	150	124	200	180	153
disease_ag_t99	disease_ag	disease	2	7	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	166	164	174	179	156	150	124	200	180	153
disease_full_t0	disease_full	disease	2	7	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	163	168	163	169	153	162	124	206	191	144
disease_full_t1	disease_full	disease	2	7	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	163	168	163	169	153	161	124	206	191	144
disease_full_t2	disease_full	disease	2	7	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	163	168	163	169	153	161	125	206	191	144
disease_full_t3	disease_full	disease	2	7	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	163	168	163	169	153	162	125	206	191	144
disease_full_t4	disease_full	disease	2	7	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	163	168	163	169	153	162	126	206	191	144
disease_full_t5	disease_full	disease	2	7	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	163	168	163	169	153	162	125	206	191	144
disease_full_t6	disease_full	disease	2	7	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	163	168	163	169	153	161	126	206	191	144
disease_full_t7	disease_full	disease	2	7	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	163	168	163	169	153	161	125	206	191	144
disease_full_t8	disease_full	disease	2	7	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	163	168	162	169	153	161	126	206	191	144
disease_full_t9	disease_full	disease	2	7	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	163	168	162	169	153	161	125	206	191	144
disease_full_t10	disease_full	disease	2	7	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	163	168	162	169	153	162	126	206	191	144
disease_full_t11	disease_full	disease	2	7	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	163	168	162	169	153	162	125	206	191	144
disease_full_t12	disease_full	disease	2	7	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	163	168	162	169	153	162	125	206	191	144
disease_full_t13	disease_full	disease	2	7	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	163	168	162	169	153	162	124	206	191	144
disease_full_t14	disease_full	disease	2	7	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	163	168	162	169	153	161	125	206	191	144
disease_full_t15	disease_full	disease	2	7	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	163	168	162	169	153	161	124	206	191	144
disease_full_t16	disease_full	disease	2	7	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	162	168	162	169	153	161	125	206	191	144
disease_full_t17	disease_full	disease	2	7	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	162	168	163	169	153	161	125	206	191	144
disease_full_t18	disease_full	disease	2	7	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	162	168	162	169	153	161	126	206	191	144
disease_full_t19	disease_full	disease	2	7	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	162	168	163	169	153	161	126	206	191	144
disease_full_t20	disease_full	disease	2	7	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	162	168	162	169	153	161	125	206	191	144
disease_full_t21	disease_full	disease	2	7	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	162	168	163	169	153	161	125	206	191	144
disease_full_t22	disease_full	disease	2	7	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	162	168	162	169	153	161	124	206	191	144
disease_full_t23	disease_full	disease	2	7	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	162	168	163	169	153	161	124	206	191	144
disease_full_t24	disease_full	disease	2	7	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	162	168	162	169	153	162	124	206	191	144
disease_full_t25	disease_full	disease	2	7	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	162	168	162	169	153	162	125	206	191	144
disease_full_t26	disease_full	disease	2	7	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	162	168	163	169	153	162	124	206	191	144
disease_full_t27	disease_full	disease	2	7	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	162	168	163	169	153	162	125	206	191	144
disease_full_t28	disease_full	disease	2	7	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	162	168	162	169	153	162	125	206	191	144
disease_full_t29	disease_full	disease	2	7	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	162	168	163	169	153	162	125	206	191	144
disease_full_t30	disease_full	disease	2	7	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	162	168	162	169	153	162	126	206	191	144
disease_full_t31	disease_full	disease	2	7	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	162	168	163	169	153	162	126	206	191	144
disease_full_t32	disease_full	disease	2	7	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	162	168	162	169	153	162	126	206	191	144
disease_full_t33	disease_full	disease	2	7	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	161	168	162	169	153	162	126	206	191	144
disease_full_t34	disease_full	disease	2	7	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	162	168	162	169	153	161	126	206	191	144
disease_full_t35	disease_full	disease	2	7	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	161	168	162	169	153	161	126	206	191	144
disease_full_t36	disease_full	disease	2	7	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	162	168	162	169	153	162	125	206	191	144
disease_full_t37	disease_full	disease	2	7	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	161	168	162	169	153	162	125	206	191	144
disease_full_t38	disease_full	disease	2	7	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	162	168	162	169	153	161	125	206	191	144
disease_full_t39	disease_full	disease	2	7	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	161	168	162	169	153	161	125	206	191	144
disease_full_t40	disease_full	disease	2	7	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	162	168	163	169	153	161	125	206	191	144
disease_full_t41	disease_full	disease	2	7	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	161	168	163	169	153	161	125	206	191	144
disease_full_t42	disease_full	disease	2	7	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	162	168	163	169	153	161	126	206	191	144
disease_full_t43	disease_full	disease	2	7	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	161	168	163	169	153	161	126	206	191	144
disease_full_t44	disease_full	disease	2	7	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	162	168	163	169	153	162	126	206	191	144
disease_full_t45	disease_full	disease	2	7	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	161	168	163	169	153	162	126	206	191	144
disease_full_t46	disease_full	disease	2	7	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	162	168	163	169	153	162	125	206	191	144
disease_full_t47	disease_full	disease	2	7	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	161	168	163	169	153	162	125	206	191	144
disease_full_t48	disease_full	disease	2	7	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	162	168	163	169	153	162	124	206	191	144
disease_full_t49	disease_full	disease	2	7	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	162	168	162	169	153	162	124	206	191	144
disease_full_t50	disease_full	disease	2	7	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	162	168	163	169	153	161	124	206	191	144
disease_full_t51	disease_full	disease	2	7	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	162	168	162	169	153	161	124	206	191	144
disease_full_t52	disease_full	disease	2	7	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	161	168	163	169	153	161	124	206	191	144
disease_full_t53	disease_full	disease	2	7	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	161	168	163	169	153	162	124	206	191	144
disease_full_t54	disease_full	disease	2	7	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	161	168	162	169	153	161	124	206	191	144
disease_full_t55	disease_full	disease	2	7	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	161	168	162	169	153	162	124	206	191	144
disease_full_t56	disease_full	disease	2	7	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	161	168	163	169	153	161	125	206	191	144
disease_full_t57	disease_full	disease	2	7	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	161	168	162	169	153	161	125	206	191	144
disease_full_t58	disease_full	disease	2	7	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	162	168	163	169	153	161	125	206	191	144
disease_full_t59	disease_full	disease	2	7	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	162	168	162	169	153	161	125	206	191	144
disease_full_t60	disease_full	disease	2	7	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	161	168	163	169	153	162	125	206	191	144
disease_full_t61	disease_full	disease	2	7	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	162	168	163	169	153	162	125	206	191	144
disease_full_t62	disease_full	disease	2	7	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	161	168	162	169	153	162	125	206	191	144
disease_full_t63	disease_full	disease	2	7	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	162	168	162	169	153	162	125	206	191	144
disease_full_t64	disease_full	disease	2	7	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	163	168	162	169	153	162	126	206	191	144
disease_full_t65	disease_full	disease	2	7	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	163	168	162	169	153	162	125	206	191	144
disease_full_t66	disease_full	disease	2	7	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	162	168	162	169	153	162	126	206	191	144
disease_full_t67	disease_full	disease	2	7	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	162	168	162	169	153	162	125	206	191	144
disease_full_t68	disease_full	disease	2	7	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	163	168	162	169	153	162	125	206	191	144
disease_full_t69	disease_full	disease	2	7	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	162	168	162	169	153	162	125	206	191	144
disease_full_t70	disease_full	disease	2	7	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	163	168	162	169	153	162	124	206	191	144
disease_full_t71	disease_full	disease	2	7	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	162	168	162	169	153	162	124	206	191	144
disease_full_t72	disease_full	disease	2	7	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	163	168	162	169	153	161	124	206	191	144
disease_full_t73	disease_full	disease	2	7	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	162	168	162	169	153	161	124	206	191	144
disease_full_t74	disease_full	disease	2	7	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	163	168	162	169	153	161	125	206	191	144
disease_full_t75	disease_full	disease	2	7	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	162	168	162	169	153	161	125	206	191	144
disease_full_t76	disease_full	disease	2	7	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	163	168	162	169	153	161	126	206	191	144
disease_full_t77	disease_full	disease	2	7	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	163	168	162	169	153	161	125	206	191	144
disease_full_t78	disease_full	disease	2	7	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	162	168	162	169	153	161	126	206	191	144
disease_full_t79	disease_full	disease	2	7	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	162	168	162	169	153	161	125	206	191	144
disease_full_t80	disease_full	disease	2	7	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	164	168	162	169	153	161	126	206	191	144
disease_full_t81	disease_full	disease	2	7	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	164	168	162	169	153	161	125	206	191	144
disease_full_t82	disease_full	disease	2	7	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	164	168	162	169	153	162	126	206	191	144
disease_full_t83	disease_full	disease	2	7	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	164	168	162	169	153	162	125	206	191	144
disease_full_t84	disease_full	disease	2	7	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	163	168	162	169	153	162	126	206	191	144
disease_full_t85	disease_full	disease	2	7	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	163	168	162	169	153	161	126	206	191	144
disease_full_t86	disease_full	disease	2	7	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	163	168	162	169	153	162	125	206	191	144
disease_full_t87	disease_full	disease	2	7	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	163	168	162	169	153	161	125	206	191	144
disease_full_t88	disease_full	disease	2	7	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	164	168	162	169	153	162	124	206	191	144
disease_full_t89	disease_full	disease	2	7	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	163	168	162	169	153	162	124	206	191	144
disease_full_t90	disease_full	disease	2	7	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	164	168	162	169	153	162	125	206	191	144
disease_full_t91	disease_full	disease	2	7	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	163	168	162	169	153	162	125	206	191	144
disease_full_t92	disease_full	disease	2	7	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	164	168	162	169	153	161	125	206	191	144
disease_full_t93	disease_full	disease	2	7	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	163	168	162	169	153	161	125	206	191	144
disease_full_t94	disease_full	disease	2	7	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	164	168	162	169	153	161	124	206	191	144
disease_full_t95	disease_full	disease	2	7	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	163	168	162	169	153	161	124	206	191	144
disease_full_t96	disease_full	disease	2	7	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	163	168	163	169	153	161	124	206	191	144
disease_full_t97	disease_full	disease	2	7	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	164	168	163	169	153	161	124	206	191	144
disease_full_t98	disease_full	disease	2	7	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	163	168	163	169	153	161	125	206	191	144
disease_full_t99	disease_full	disease	2	7	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	164	168	163	169	153	161	125	206	191	144
